lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1.1,theta.2.1,theta.3.1,theta.4.1,theta.5.1,theta.6.1,theta.7.1,theta.8.1,theta.9.1,theta.10.1,theta.11.1,theta.12.1,theta.13.1,theta.14.1,theta.15.1,theta.16.1,theta.17.1,theta.18.1,theta.19.1,theta.20.1,theta.21.1,theta.22.1,theta.23.1,theta.24.1,theta.25.1,theta.1.2,theta.2.2,theta.3.2,theta.4.2,theta.5.2,theta.6.2,theta.7.2,theta.8.2,theta.9.2,theta.10.2,theta.11.2,theta.12.2,theta.13.2,theta.14.2,theta.15.2,theta.16.2,theta.17.2,theta.18.2,theta.19.2,theta.20.2,theta.21.2,theta.22.2,theta.23.2,theta.24.2,theta.25.2,phi.1.1,phi.2.1,phi.1.2,phi.2.2,phi.1.3,phi.2.3,phi.1.4,phi.2.4,phi.1.5,phi.2.5
# Adaptation terminated
# Step size = 0.188613
# Diagonal elements of inverse mass matrix:
# 5.05981, 4.92315, 0.388191, 0.342793, 3.81639, 3.76495, 4.34154, 4.33904, 7.00655, 3.95553, 3.93406, 6.85582, 1.69747, 5.19446, 4.83537, 1.51357, 1.18634, 2.53885, 1.89972, 5.36005, 0.990679, 1.60987, 0.827749, 0.391307, 6.28628, 0.0404322, 0.0951269, 5.80096, 34.8549, 17.1513, 37.0694, 0.0531589, 0.0432602
-397.775,0.988592,0.188613,4,31,0,411.752,0.0418859,0.210202,0.1406,0.356215,0.997651,0.0429385,0.0914474,0.98978,0.140657,0.995078,0.162902,0.0924173,0.959039,0.271324,0.99857,0.104213,0.843937,0.915702,0.267827,0.004408,0.964063,0.813085,0.495697,0.555795,0.996643,0.958114,0.789798,0.8594,0.643785,0.00234945,0.957062,0.908553,0.0102198,0.859343,0.00492187,0.837098,0.907583,0.040961,0.728676,0.00142973,0.895787,0.156063,0.0842985,0.732173,0.995592,0.0359371,0.186915,0.504303,0.444205,0.00335653,0.316557,0.00258274,0.277332,1.5472e-005,0.364075,0.288539,0.000906337,0.484939,0.0411291,0.223924
-396.49,0.401899,0.188613,4,15,0,414.854,0.0231243,0.137943,0.133104,0.389853,0.996587,0.0610536,0.118676,0.989982,0.111815,0.995206,0.148805,0.0596778,0.952086,0.165429,0.997874,0.095807,0.900328,0.907583,0.33865,0.00318228,0.965596,0.817051,0.523326,0.509183,0.996829,0.976876,0.862057,0.866896,0.610147,0.00341273,0.938946,0.881324,0.0100179,0.888185,0.00479393,0.851195,0.940322,0.0479139,0.834571,0.00212563,0.904193,0.0996721,0.0924169,0.66135,0.996818,0.0344041,0.182949,0.476674,0.490817,0.00317076,0.316882,0.00155518,0.29955,3.21406e-006,0.304165,0.279766,0.000628888,0.492284,0.0787748,0.226392
-397.335,0.990012,0.188613,4,31,0,411.074,0.0053006,0.01991,0.681164,0.724485,0.859451,0.0724007,0.112372,0.986198,0.0503783,0.947847,0.0151204,0.0675346,0.496927,0.00749899,0.998117,0.0407278,0.828015,0.984566,0.163493,0.68651,0.837358,0.808373,0.253299,0.709378,0.930011,0.994699,0.98009,0.318836,0.275515,0.140549,0.927599,0.887628,0.013802,0.949622,0.0521528,0.98488,0.932465,0.503073,0.992501,0.00188323,0.959272,0.171985,0.0154343,0.836507,0.31349,0.162642,0.191627,0.746701,0.290622,0.0699893,0.342363,0.0282405,0.330411,9.40821e-009,0.298187,0.215705,4.85043e-005,0.41391,0.0289902,0.342144
-395.959,0.930017,0.188613,4,15,0,412.697,0.174122,0.164698,0.426625,0.504767,0.989882,0.068795,0.107663,0.994542,0.00553329,0.961822,0.0281321,0.0183375,0.512729,0.00670443,0.999973,0.375806,0.885857,0.97883,0.425787,0.000725482,0.944057,0.961366,0.269647,0.646564,0.968116,0.825878,0.835302,0.573375,0.495233,0.0101179,0.931205,0.892337,0.00545796,0.994467,0.0381782,0.971868,0.981662,0.487271,0.993296,2.73149e-005,0.624194,0.114143,0.0211697,0.574213,0.999275,0.0559432,0.0386338,0.730353,0.353436,0.0318843,0.380974,8.68629e-005,0.315017,0.00400185,0.296186,0.301372,0.00317866,0.397576,0.00464445,0.296963
-396.664,0.901345,0.188613,4,15,0,412.098,0.114502,0.108668,0.529372,0.624758,0.993715,0.0429648,0.048096,0.975537,0.0010465,0.887489,0.0100408,0.660855,0.521069,0.176474,0.999876,0.104149,0.808321,0.974343,0.340125,0.0108683,0.965167,0.976849,0.37344,0.447178,0.824395,0.885498,0.891332,0.470628,0.375242,0.00628511,0.957035,0.951904,0.0244633,0.998954,0.112511,0.989959,0.339145,0.478931,0.823526,0.000124051,0.895851,0.191679,0.0256565,0.659875,0.989132,0.0348333,0.0231512,0.62656,0.552822,0.175605,0.418677,0.000151751,0.228145,0.0010796,0.312855,0.262931,0.00768146,0.413957,0.0326414,0.321881
-394.877,0.939801,0.188613,4,15,0,409.896,0.196157,0.0343519,0.275548,0.253542,0.863106,0.106414,0.198435,0.947934,0.0640919,0.999321,0.269139,0.00167018,0.94853,0.000656218,0.957433,0.123577,0.792655,0.796019,0.209757,0.406238,0.794091,0.963025,0.410342,0.689023,0.99768,0.803843,0.965648,0.724452,0.746458,0.136894,0.893586,0.801565,0.0520663,0.935908,0.000678735,0.730861,0.99833,0.0514698,0.999344,0.0425667,0.876423,0.207345,0.203981,0.790243,0.593762,0.205909,0.0369748,0.589658,0.310977,0.00231972,0.367666,0.00537592,0.326832,0.00309639,0.284607,0.180112,7.03569e-006,0.547199,0.0208886,0.264217
-396.898,0.927145,0.188613,5,31,0,413.3,0.0779581,0.134186,0.192949,0.381871,0.825908,0.16139,0.052878,0.931718,0.0529124,0.99999,0.273654,0.0030669,0.398089,0.000311872,0.623393,0.000774465,0.677852,0.762288,0.0896529,0.0355655,0.551807,0.830959,0.246972,0.376239,0.963489,0.922042,0.865814,0.807051,0.618129,0.174092,0.83861,0.947122,0.0682816,0.947088,9.58277e-006,0.726346,0.996933,0.601911,0.999688,0.376607,0.999226,0.322148,0.237712,0.910347,0.964434,0.448193,0.169041,0.753028,0.623761,0.0365114,0.502614,0.0173524,0.366979,0.0135137,0.128568,0.351201,0.00139918,0.387986,0.000439853,0.229946
-396.069,0.617857,0.188613,4,15,0,413.008,0.00418895,0.0541308,0.196521,0.345342,0.957086,0.137946,0.212163,0.932832,0.169577,0.999966,0.0158148,0.0238601,0.398797,0.000271508,0.95164,0.00414469,0.686662,0.554078,0.0182477,0.147279,0.790718,0.862772,0.36355,0.466962,0.893845,0.995811,0.945869,0.803479,0.654658,0.0429135,0.862054,0.787837,0.0671676,0.830423,3.40688e-005,0.984185,0.97614,0.601203,0.999728,0.0483603,0.995855,0.313338,0.445922,0.981752,0.852721,0.209282,0.137228,0.63645,0.533038,0.106155,0.493158,0.0173095,0.336304,1.36536e-005,0.16692,0.323639,5.6763e-005,0.391044,0.00356077,0.267994
-389.698,0.975563,0.188613,4,15,0,408.864,0.0561795,0.0369709,0.312282,0.435152,0.979341,0.0076513,0.00393472,0.991698,0.0227989,0.667647,0.190063,0.0129738,0.75365,0.0413667,0.981608,0.248244,0.855522,0.896237,0.315774,0.0261202,0.341879,0.499771,0.123259,0.250435,0.989028,0.94382,0.963029,0.687718,0.564848,0.020659,0.992349,0.996065,0.00830199,0.977201,0.332353,0.809937,0.987026,0.24635,0.958633,0.0183921,0.751756,0.144478,0.103763,0.684226,0.97388,0.658121,0.500229,0.876741,0.749565,0.0109722,0.401735,0.00246534,0.349557,2.45844e-005,0.243327,0.300942,0.00523944,0.377471,0.000140772,0.319097
-396.082,0.800278,0.188613,4,15,0,415.935,0.273061,0.226418,0.411773,0.415955,0.993057,0.0902379,0.0097759,0.71836,0.000386981,0.981925,0.0506593,0.149482,0.528511,0.23869,0.981162,0.121317,0.813031,0.596677,0.373687,0.00393395,0.689388,0.771096,0.20325,0.378459,0.896787,0.726939,0.773582,0.588227,0.584045,0.00694337,0.909762,0.990224,0.28164,0.999613,0.018075,0.949341,0.850518,0.471489,0.76131,0.0188378,0.878683,0.186969,0.403323,0.626313,0.996066,0.310612,0.228904,0.79675,0.621541,0.103213,0.454054,7.28125e-006,0.301498,3.44121e-006,0.239626,0.281615,0.00482216,0.49254,4.87062e-007,0.225835
-395.398,0.950697,0.188613,4,15,0,415.246,0.0581479,0.0065754,0.242372,0.427108,0.982456,0.0865726,0.612861,0.99004,0.0574371,0.978842,0.00400724,0.0107944,0.966279,0.0133774,0.969726,0.413381,0.932815,0.827544,0.280388,0.0176328,0.454642,0.578772,0.182374,0.51672,0.990502,0.941852,0.993425,0.757628,0.572892,0.0175442,0.913427,0.387139,0.00995997,0.942563,0.0211576,0.995993,0.989206,0.0337212,0.986623,0.0302744,0.586619,0.0671853,0.172456,0.719612,0.982367,0.545358,0.421228,0.817626,0.48328,0.00949822,0.486214,0.000137,0.309782,1.00115e-005,0.203216,0.331326,0.000182444,0.423653,0.000605866,0.244874
-388.814,0.961402,0.188613,4,15,0,410.45,0.0883505,0.148712,0.284953,0.432772,0.872855,0.00600458,0.000677032,0.942353,0.0644956,0.981363,0.00279074,0.233284,0.52364,0.109276,0.991916,0.0595322,0.829223,0.783837,0.168558,0.161246,0.506624,0.65625,0.534994,0.341713,0.895439,0.91165,0.851288,0.715047,0.567228,0.127145,0.993995,0.999323,0.0576472,0.935504,0.0186373,0.997209,0.766716,0.47636,0.890724,0.00808382,0.940468,0.170777,0.216163,0.831442,0.838754,0.493376,0.34375,0.465006,0.658287,0.104561,0.432779,5.72353e-009,0.313869,0.0107476,0.252272,0.259484,3.90665e-005,0.432367,0.00104084,0.297402
-391.261,0.65361,0.188613,4,15,0,403.022,0.0241588,0.0572678,0.261627,0.505163,0.951788,0.0059509,0.000309664,0.845944,0.0529936,0.91199,0.00667204,0.0683803,0.699167,0.0703321,0.979859,0.0779306,0.898228,0.746711,0.109653,0.131901,0.45371,0.83229,0.742446,0.338054,0.968049,0.975841,0.942732,0.738373,0.494837,0.0482122,0.994049,0.99969,0.154056,0.947006,0.0880098,0.993328,0.93162,0.300833,0.929668,0.0201407,0.922069,0.101772,0.253289,0.890347,0.868099,0.54629,0.16771,0.257554,0.661946,0.0319509,0.410326,4.46075e-008,0.299605,4.84588e-005,0.281331,0.237644,0.00389737,0.440001,0.00484113,0.322307
-393.536,0.886624,0.188613,4,15,0,407.023,0.0426513,0.0644131,0.621564,0.458606,0.974174,0.25791,0.670996,0.999424,0.00384994,0.996224,0.226101,0.0989626,0.857858,0.0195734,0.932043,0.101254,0.802612,0.899955,0.414075,0.0650173,0.711728,0.793086,0.152955,0.477653,0.980422,0.957349,0.935587,0.378436,0.541394,0.0258258,0.74209,0.329004,0.000576183,0.99615,0.00377599,0.773899,0.901037,0.142142,0.980427,0.067957,0.898746,0.197388,0.100045,0.585925,0.934983,0.288272,0.206914,0.847045,0.522347,0.0195776,0.376525,0.0595035,0.332013,0.00231102,0.291274,0.256956,0.000100566,0.38337,8.76908e-005,0.297859
-393.906,1,0.188613,4,15,0,406.797,6.17041e-005,0.00784717,0.162153,0.301707,0.980773,0.00370777,0.000202078,0.869284,0.115508,0.947382,0.003166,0.031711,0.457271,0.0989503,0.945823,0.184567,0.915445,0.620333,0.0677834,0.0841035,0.484248,0.741206,0.410328,0.328993,0.993688,0.999938,0.992153,0.837847,0.698293,0.0192275,0.996292,0.999798,0.130716,0.884492,0.0526179,0.996834,0.968289,0.542729,0.90105,0.0541769,0.815433,0.084555,0.379667,0.932217,0.915896,0.515752,0.258794,0.589672,0.671007,0.00631158,0.430743,6.37221e-009,0.34324,0.00524149,0.224817,0.30528,0.000244515,0.405102,0.000954724,0.284376
-395.831,0.945547,0.188613,4,31,0,409.42,0.0998378,0.161489,0.499122,0.322861,0.989852,0.0892901,0.000813483,0.994074,0.0127451,0.957138,0.533783,0.329979,0.925896,0.0103152,0.948616,0.125656,0.536847,0.906185,0.348326,0.0957208,0.774084,0.719399,0.172019,0.212818,0.829455,0.900162,0.838511,0.500878,0.677139,0.0101479,0.91071,0.999187,0.00592609,0.987255,0.0428617,0.466217,0.670021,0.0741041,0.989685,0.0513841,0.874344,0.463153,0.093815,0.651674,0.904279,0.225916,0.280601,0.827981,0.787182,0.170545,0.425584,1.04355e-008,0.313843,0.00244786,0.258698,0.270737,0.00151229,0.331258,0.000363114,0.395557
-395.54,0.984506,0.188613,4,15,0,411.618,0.23519,0.0904942,0.480858,0.323393,0.991691,0.092447,0.000685154,0.993343,0.0147709,0.918346,0.378327,0.333872,0.890192,0.0165067,0.932282,0.100626,0.482597,0.934912,0.398518,0.053692,0.808989,0.745774,0.192758,0.207519,0.812964,0.76481,0.909506,0.519142,0.676607,0.00830872,0.907553,0.999315,0.00665739,0.985229,0.0816536,0.621673,0.666128,0.109808,0.983493,0.067718,0.899374,0.517403,0.0650876,0.601482,0.946308,0.191011,0.254226,0.807242,0.792481,0.187036,0.415193,6.26065e-009,0.326447,0.00284366,0.256394,0.266621,0.0017618,0.329683,0.000204489,0.400852
-399.941,0.949702,0.188613,4,15,0,415.764,0.0156327,0.0176504,0.403368,0.388904,0.981964,0.282767,0.00464268,0.998196,0.119397,0.940361,0.0961097,0.157136,0.749771,0.0239844,0.986299,0.257884,0.788345,0.859742,0.561585,0.147051,0.588249,0.180704,0.140493,0.22297,0.972909,0.984367,0.98235,0.596632,0.611096,0.0180358,0.717233,0.995357,0.00180438,0.880603,0.0596389,0.90389,0.842864,0.250229,0.976016,0.0137012,0.742116,0.211655,0.140258,0.438415,0.852949,0.411751,0.819296,0.859507,0.77703,0.0270912,0.384645,1.83981e-009,0.370818,0.00335813,0.244166,0.334195,1.95043e-006,0.261644,0.000368599,0.400803
-396.011,0.980207,0.188613,4,15,0,419.877,0.0110534,0.00974633,0.480883,0.420328,0.986439,0.136496,0.0176311,0.999257,0.0525325,0.970982,0.0898737,0.10753,0.613916,0.0240491,0.920055,0.255009,0.75694,0.713234,0.114291,0.111372,0.839445,0.221835,0.0783331,0.308152,0.998916,0.988947,0.990254,0.519117,0.579672,0.0135606,0.863504,0.982369,0.000742964,0.947467,0.0290182,0.910126,0.89247,0.386084,0.975951,0.0799454,0.744991,0.24306,0.286766,0.885709,0.888628,0.160555,0.778165,0.921667,0.691848,0.00108352,0.389166,3.63188e-008,0.368193,0.00586962,0.242078,0.306125,0.00055657,0.289605,7.27431e-006,0.398401
-398.282,0.879605,0.188613,5,47,0,409.945,0.0119414,0.0127769,0.527069,0.320132,0.994184,0.172226,0.0168695,0.99911,0.174471,0.929112,0.118463,0.0236209,0.534463,0.0179941,0.982598,0.239642,0.748288,0.568721,0.152964,0.0922094,0.795629,0.334344,0.0704063,0.29531,0.999648,0.988059,0.987223,0.472931,0.679868,0.00581558,0.827774,0.983131,0.000890104,0.825529,0.0708877,0.881537,0.976379,0.465537,0.982006,0.0174022,0.760358,0.251712,0.431279,0.847036,0.907791,0.204371,0.665656,0.929594,0.70469,0.000352346,0.397163,1.99816e-008,0.371592,0.00887035,0.230951,0.32349,0.000290957,0.281915,2.51618e-006,0.385725
-390.223,0.958471,0.188613,4,15,0,415.647,0.000287983,0.00584222,0.302274,0.359721,0.955128,0.0288523,0.00167643,0.979201,0.0142636,0.968462,0.0790875,0.217372,0.456278,0.0481237,0.839962,0.0440616,0.730329,0.901814,0.124757,0.0032247,0.363294,0.913605,0.101414,0.31404,0.935542,0.999712,0.994158,0.697726,0.640279,0.0448724,0.971148,0.998324,0.0207994,0.985736,0.0315378,0.920913,0.782628,0.543722,0.951876,0.160038,0.955938,0.269671,0.0981862,0.875243,0.996775,0.636706,0.0863948,0.898586,0.68596,0.0644576,0.44316,0.000367083,0.400904,0.000118574,0.150092,0.321078,0.000106431,0.41493,0.00573761,0.263507
-390.109,0.928441,0.188613,4,31,0,405.471,0.0836532,0.23919,0.438415,0.531473,0.951792,0.0203213,0.00495703,0.949071,0.170473,0.998375,0.115644,0.00443374,0.594897,0.00159492,0.94111,0.153782,0.651643,0.579894,0.265763,0.0414653,0.543525,0.850583,0.107411,0.400546,0.989086,0.916347,0.76081,0.561585,0.468527,0.0482083,0.979679,0.995043,0.0509292,0.829527,0.00162466,0.884356,0.995566,0.405103,0.998405,0.0588904,0.846218,0.348357,0.420106,0.734237,0.958535,0.456475,0.149417,0.892589,0.599454,0.0109138,0.380632,0.00618725,0.330965,4.61013e-005,0.282566,0.355699,0.00582075,0.399947,1.66172e-005,0.238121
-392.42,0.458978,0.188613,4,15,0,406.554,0.0690669,0.00105342,0.313186,0.331107,0.989519,0.03697,0.376827,0.963201,0.0173095,0.998233,0.00617663,0.172901,0.653768,0.167807,0.994758,0.132206,0.900124,0.931168,0.113995,0.11882,0.659829,0.573166,0.538079,0.305534,0.984511,0.930933,0.998947,0.686814,0.668893,0.010481,0.96303,0.623173,0.0367988,0.982691,0.00176733,0.993823,0.827099,0.346232,0.832193,0.00524247,0.867794,0.0998758,0.0688321,0.886005,0.88118,0.340171,0.426834,0.461921,0.694466,0.0154886,0.433885,3.64274e-009,0.360402,5.63675e-005,0.186896,0.244408,9.63476e-006,0.440312,0.0188074,0.315223
-390.094,0.951059,0.188613,4,15,0,403.441,0.110017,0.0283212,0.4253,0.451608,0.910859,0.096152,0.00312347,0.981123,0.0268345,0.940428,0.186688,0.0372074,0.783815,0.0052402,0.824787,0.211992,0.880801,0.859525,0.283208,0.117892,0.635156,0.959092,0.155099,0.501993,0.960655,0.889983,0.971679,0.5747,0.548392,0.0891407,0.903848,0.996877,0.0188769,0.973165,0.0595718,0.813312,0.962793,0.216185,0.99476,0.175213,0.788008,0.119199,0.140475,0.716792,0.882108,0.364844,0.0409076,0.844901,0.498007,0.0393452,0.335236,0.0161176,0.305417,1.02805e-005,0.358592,0.303607,4.34138e-011,0.376168,0.000755515,0.304098
-390.552,0.95192,0.188613,4,15,0,405.726,0.0281405,0.0796394,0.396141,0.458217,0.993289,0.00836425,0.253864,0.905083,0.139822,0.987388,0.0163379,0.170738,0.415032,0.0655247,0.984152,0.106816,0.620487,0.695518,0.0732076,0.00788948,0.436124,0.922613,0.386171,0.237857,0.960761,0.97186,0.920361,0.603859,0.541783,0.00671075,0.991636,0.746136,0.0949169,0.860178,0.0126124,0.983662,0.829262,0.584968,0.934475,0.0158482,0.893184,0.379513,0.304482,0.926792,0.992111,0.563876,0.077387,0.613829,0.762143,0.0392392,0.487505,2.25082e-005,0.357725,0.00186788,0.148858,0.31543,2.77061e-012,0.397226,0.00591249,0.285454
-392.612,0.960904,0.188613,4,31,0,406.001,0.121805,0.0312842,0.297061,0.436159,0.85518,0.000609146,0.0151757,0.996533,0.0093465,0.918175,0.0552821,0.122695,0.792388,0.0367724,0.968494,0.0369217,0.907446,0.968765,0.269387,0.247008,0.813955,0.782277,0.189715,0.408337,0.999842,0.878195,0.968716,0.702939,0.563841,0.14482,0.999391,0.984824,0.00346685,0.990653,0.0818252,0.944718,0.877305,0.207612,0.963228,0.0315064,0.963078,0.0925536,0.0312345,0.730613,0.752992,0.186045,0.217723,0.810285,0.591663,0.000157531,0.355072,1.69898e-006,0.321429,0.000427071,0.316435,0.310488,0.00706232,0.368621,3.58756e-007,0.320462
-394.634,0.966985,0.188613,4,15,0,410.502,0.0246124,0.0970912,0.17091,0.326452,0.994289,0.0121796,0.0884038,0.997148,0.103086,0.990142,0.000780198,0.0336783,0.738458,0.0381274,0.946822,0.40968,0.780117,0.618183,0.18628,0.0318591,0.532964,0.848789,0.25897,0.524297,0.987755,0.975388,0.902909,0.82909,0.673548,0.00571108,0.98782,0.911596,0.00285223,0.896914,0.00985774,0.99922,0.966322,0.261542,0.961873,0.0531777,0.59032,0.219883,0.381817,0.81372,0.968141,0.467036,0.151211,0.74103,0.475703,0.0122452,0.35495,0.000266644,0.335741,0.0187006,0.309307,0.165746,2.29027e-006,0.469646,5.23862e-007,0.345641
-390.686,0.997777,0.188613,4,15,0,405.81,0.0926858,0.0283445,0.672268,0.490121,0.985791,0.0371079,0.105962,0.930595,0.011692,0.915461,0.000214511,0.0213042,0.876208,0.0590762,0.952086,0.066436,0.853263,0.958405,0.150459,0.338005,0.923451,0.599056,0.36973,0.443558,0.944534,0.907314,0.971655,0.327732,0.509879,0.0142091,0.962892,0.894038,0.0694048,0.988308,0.0845387,0.999785,0.978696,0.123792,0.940924,0.0479143,0.933564,0.146737,0.0415951,0.849541,0.661995,0.076549,0.400944,0.63027,0.556442,0.0554659,0.409724,0.00394539,0.318719,1.31673e-005,0.238575,0.266063,1.21888e-005,0.369004,0.0329705,0.360975
-396.911,0.914819,0.188613,4,31,0,409.284,0.0361641,0.0200579,0.168664,0.233446,0.914942,0.0541078,0.0228164,0.996618,0.0466722,0.98642,1.88142e-007,0.0691681,0.524332,0.0397867,0.880778,0.283773,0.75217,0.534067,0.113752,0.00292123,0.246385,0.830598,0.20246,0.297199,0.972449,0.963836,0.979942,0.831336,0.766554,0.0850584,0.945892,0.977184,0.00338157,0.953328,0.01358,1,0.930832,0.475668,0.960213,0.119222,0.716227,0.24783,0.465933,0.886248,0.997079,0.753615,0.169402,0.79754,0.702801,0.0275506,0.388155,1.71288e-005,0.342268,0.00015436,0.269428,0.304577,5.6514e-005,0.445802,9.346e-005,0.24945
-394.809,0.972569,0.188613,4,15,0,412.255,0.0516393,0.214516,0.403807,0.254173,0.906083,0.057276,0.000502782,0.999949,0.0294998,0.976142,3.84834e-006,0.0792981,0.797834,0.121447,0.999298,0.160312,0.726483,0.964529,0.366806,0.028727,0.685404,0.583158,0.174345,0.515867,0.978843,0.948361,0.785484,0.596193,0.745827,0.0939169,0.942724,0.999497,5.10201e-005,0.9705,0.0238578,0.999996,0.920702,0.202166,0.878553,0.000701799,0.839688,0.273517,0.0354707,0.633194,0.971273,0.314596,0.416842,0.825655,0.484133,0.0211573,0.37792,0.00658382,0.333525,0.00673023,0.286426,0.302827,0.00205816,0.398325,7.17829e-005,0.285534
-405.399,0.424563,0.188613,4,31,0,416.228,0.313091,0.00329749,0.363419,0.128984,0.981991,0.0629296,0.00142321,0.999592,0.0482056,0.925087,2.37622e-007,0.0230898,0.494417,0.0207328,0.995482,0.205889,0.559074,0.963102,0.255085,0.29264,0.343083,0.797385,0.100877,0.131074,0.997924,0.686909,0.996703,0.636581,0.871016,0.018009,0.93707,0.998577,0.000407687,0.951794,0.0749129,1,0.97691,0.505583,0.979267,0.00451846,0.794111,0.440926,0.0368979,0.744915,0.70736,0.656917,0.202615,0.899123,0.868926,0.00207556,0.470013,0.00238826,0.302631,0.00174692,0.224237,0.321795,0.00300685,0.452278,0.000112268,0.221792
-402.668,0.549587,0.188613,4,15,0,418.828,0.117943,0.00651872,0.360346,0.0820109,0.942825,0.024598,0.0115106,0.999825,0.205701,0.979552,2.0341e-006,0.379751,0.686161,0.112279,0.978781,0.0916232,0.596045,0.964744,0.15956,0.0716771,0.419232,0.713909,0.22904,0.128081,0.995896,0.882057,0.993481,0.639654,0.917989,0.0571752,0.975402,0.988489,0.000174623,0.794299,0.020448,0.999998,0.620249,0.313839,0.887721,0.0212189,0.908377,0.403955,0.0352555,0.84044,0.928323,0.580768,0.286091,0.77096,0.871919,0.00410412,0.433312,0.00728991,0.298001,0.0168706,0.240012,0.268621,0.0280898,0.481758,0.000585126,0.22546
-403.293,0.995043,0.188613,4,31,0,420.388,0.151534,0.105507,0.449568,0.817936,0.968215,0.0505513,0.0825321,0.979674,0.0496698,0.956531,0.690699,0.0558452,0.824234,0.0335544,0.99725,0.294056,0.952446,0.727743,0.221574,0.000485729,0.852259,0.862951,0.433291,0.725381,0.868411,0.848466,0.894493,0.550432,0.182064,0.031785,0.949449,0.917468,0.0203256,0.95033,0.0434692,0.309301,0.944155,0.175766,0.966446,0.00274989,0.705944,0.0475545,0.272257,0.778426,0.999514,0.147741,0.137049,0.566709,0.274619,0.131589,0.343461,0.00582024,0.386608,0.00262396,0.269128,0.243252,1.06314e-007,0.341298,0.000802264,0.407006
-402.159,0.769504,0.188613,5,31,0,421.744,0.0415605,0.0605085,0.348217,0.448918,0.957123,0.105618,0.0599313,0.89802,0.0283937,0.758456,7.26612e-007,0.0421236,0.499216,0.0361864,0.995993,0.199996,0.923515,0.836287,0.216423,8.20374e-005,0.0953643,0.761978,0.31836,0.585093,0.992638,0.95844,0.939492,0.651783,0.551082,0.0428769,0.894382,0.940069,0.10198,0.971606,0.241544,0.999999,0.957876,0.500784,0.963814,0.00400652,0.800004,0.0764852,0.163713,0.783577,0.999918,0.904636,0.238022,0.68164,0.414907,0.00736227,0.389812,1.85278e-005,0.375359,4.3542e-010,0.221623,0.332759,0.0045447,0.329468,0.00866182,0.337754
-395.596,0.914795,0.188613,4,15,0,415.813,0.0218264,0.100569,0.39404,0.38401,0.91516,0.0771813,0.132413,0.972085,0.162695,0.993198,7.22582e-007,0.0585106,0.714421,0.0267911,0.846811,0.267909,0.741511,0.573387,0.255594,0.0133033,0.257941,0.703545,0.155556,0.611182,0.999979,0.978174,0.899431,0.60596,0.61599,0.0848395,0.922819,0.867587,0.0279146,0.837305,0.00680195,0.999999,0.941489,0.285579,0.973209,0.153189,0.732091,0.258489,0.426613,0.744406,0.986697,0.742059,0.296455,0.844444,0.388818,2.07275e-005,0.39345,0.0049208,0.350952,2.16511e-006,0.25426,0.358746,7.18208e-005,0.370934,0.00126705,0.265397
-399.56,0.84153,0.188613,4,15,0,413.995,0.117048,0.0194654,0.270759,0.345587,0.998343,0.0149751,0.0529067,0.919444,0.019307,0.910046,1.06763e-005,0.0150774,0.374159,0.0647835,0.980844,0.0811613,0.620161,0.953617,0.00854923,0.112043,0.595271,0.566431,0.161212,0.179298,0.999997,0.882952,0.980535,0.729241,0.654413,0.00165731,0.985025,0.947093,0.0805557,0.980693,0.0899543,0.999989,0.984923,0.625841,0.935216,0.0191562,0.918839,0.379839,0.0463832,0.991451,0.887957,0.404729,0.433569,0.838788,0.820702,2.91351e-006,0.367139,4.33298e-005,0.404086,0.024061,0.207555,0.322704,0.0109634,0.381005,0.0102563,0.272187
-400.754,1,0.188613,4,15,0,414.782,0.0443108,0.0327687,0.493842,0.336637,0.776596,0.205982,0.0668407,0.971629,0.0454409,0.97955,3.50513e-006,0.00386295,0.791924,0.034098,0.909762,0.235919,0.859101,0.497428,0.674791,0.0487516,0.935526,0.632531,0.526831,0.388597,0.999912,0.955689,0.967231,0.506158,0.663363,0.223404,0.794018,0.933159,0.0283711,0.954559,0.0204499,0.999996,0.996137,0.208076,0.965902,0.0902381,0.764081,0.140899,0.502572,0.325209,0.951248,0.0644735,0.367469,0.473169,0.611403,8.79369e-005,0.378703,0.000389784,0.373179,8.37694e-006,0.247899,0.351385,0.000107626,0.340976,0.000111933,0.30724
-401.891,0.946974,0.188613,4,15,0,419.817,0.028528,0.0116941,0.160116,0.560634,0.998232,0.0126336,0.119411,0.942011,0.0112018,0.971159,9.91397e-007,0.138916,0.482284,0.0546523,0.937074,0.00148465,0.853245,0.97262,0.0028914,0.0413083,0.632812,0.92288,0.217043,0.19672,0.633671,0.971472,0.988306,0.839884,0.439366,0.00176838,0.987366,0.880589,0.0579893,0.988798,0.0288415,0.999999,0.861084,0.517716,0.945348,0.0629256,0.998515,0.146755,0.0273802,0.997109,0.958692,0.367188,0.0771197,0.782957,0.80328,0.366329,0.461875,0.0243652,0.312041,0.00769523,0.197258,0.234832,0.000182128,0.394089,0.0286447,0.339019
