lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta__asColumnOfTable__document_topic.1.1,theta__asColumnOfTable__document_topic.2.1,theta__asColumnOfTable__document_topic.3.1,theta__asColumnOfTable__document_topic.4.1,theta__asColumnOfTable__document_topic.5.1,theta__asColumnOfTable__document_topic.6.1,theta__asColumnOfTable__document_topic.7.1,theta__asColumnOfTable__document_topic.8.1,theta__asColumnOfTable__document_topic.9.1,theta__asColumnOfTable__document_topic.10.1,theta__asColumnOfTable__document_topic.11.1,theta__asColumnOfTable__document_topic.12.1,theta__asColumnOfTable__document_topic.13.1,theta__asColumnOfTable__document_topic.14.1,theta__asColumnOfTable__document_topic.15.1,theta__asColumnOfTable__document_topic.16.1,theta__asColumnOfTable__document_topic.17.1,theta__asColumnOfTable__document_topic.18.1,theta__asColumnOfTable__document_topic.19.1,theta__asColumnOfTable__document_topic.20.1,theta__asColumnOfTable__document_topic.21.1,theta__asColumnOfTable__document_topic.22.1,theta__asColumnOfTable__document_topic.23.1,theta__asColumnOfTable__document_topic.24.1,theta__asColumnOfTable__document_topic.25.1,theta__asColumnOfTable__document_topic.1.2,theta__asColumnOfTable__document_topic.2.2,theta__asColumnOfTable__document_topic.3.2,theta__asColumnOfTable__document_topic.4.2,theta__asColumnOfTable__document_topic.5.2,theta__asColumnOfTable__document_topic.6.2,theta__asColumnOfTable__document_topic.7.2,theta__asColumnOfTable__document_topic.8.2,theta__asColumnOfTable__document_topic.9.2,theta__asColumnOfTable__document_topic.10.2,theta__asColumnOfTable__document_topic.11.2,theta__asColumnOfTable__document_topic.12.2,theta__asColumnOfTable__document_topic.13.2,theta__asColumnOfTable__document_topic.14.2,theta__asColumnOfTable__document_topic.15.2,theta__asColumnOfTable__document_topic.16.2,theta__asColumnOfTable__document_topic.17.2,theta__asColumnOfTable__document_topic.18.2,theta__asColumnOfTable__document_topic.19.2,theta__asColumnOfTable__document_topic.20.2,theta__asColumnOfTable__document_topic.21.2,theta__asColumnOfTable__document_topic.22.2,theta__asColumnOfTable__document_topic.23.2,theta__asColumnOfTable__document_topic.24.2,theta__asColumnOfTable__document_topic.25.2,mu__asColumnOfTable__topic_word.1.1,mu__asColumnOfTable__topic_word.2.1,mu__asColumnOfTable__topic_word.1.2,mu__asColumnOfTable__topic_word.2.2,mu__asColumnOfTable__topic_word.1.3,mu__asColumnOfTable__topic_word.2.3,mu__asColumnOfTable__topic_word.1.4,mu__asColumnOfTable__topic_word.2.4,mu__asColumnOfTable__topic_word.1.5,mu__asColumnOfTable__topic_word.2.5
# Adaptation terminated
# Step size = 0.204452
# Diagonal elements of inverse mass matrix:
# 4.90743, 4.73849, 0.334402, 0.329256, 4.87218, 4.71098, 6.41393, 6.05702, 5.23804, 4.82514, 4.1266, 6.87541, 1.53431, 10.9322, 4.58249, 4.11254, 3.4823, 2.59141, 1.53184, 5.08595, 1.10995, 1.93829, 1.59185, 0.444164, 4.3745, 22.2309, 19.5518, 0.0613038, 0.0416124, 0.0372156, 0.0928729, 6.94296, 53.6883
-449.411,0.556472,0.204452,4,15,0,463.898,0.999852,0.984889,0.651155,0.401961,0.0186953,0.999057,0.985372,0.141464,0.997737,0.0200967,0.903034,0.999969,0.490143,0.996975,0.0128584,0.942878,0.124884,0.188581,0.821739,0.563927,0.821882,0.159462,0.796613,0.835726,0.00916304,0.000148031,0.0151109,0.348845,0.598039,0.981305,0.000943333,0.0146283,0.858536,0.00226279,0.979903,0.0969664,3.09583e-005,0.509857,0.00302461,0.987142,0.0571222,0.875116,0.811419,0.178261,0.436073,0.178118,0.840538,0.203387,0.164274,0.990837,1.55966e-008,0.362424,8.02946e-005,0.318905,0.286051,0.296937,0.460669,0.0217246,0.2532,9.70791e-006
-444.136,0.970356,0.204452,4,15,0,463.87,0.999292,0.789336,0.503575,0.63547,0.0399729,0.979864,0.999888,0.00168831,0.54821,0.0316663,0.988114,0.999998,0.18068,0.846181,0.0143617,0.708336,0.190597,0.144534,0.598989,0.995756,0.372758,0.389331,0.423986,0.66215,0.00531455,0.00070759,0.210664,0.496425,0.36453,0.960027,0.0201362,0.000111561,0.998312,0.45179,0.968334,0.0118859,2.17201e-006,0.81932,0.153819,0.985638,0.291664,0.809403,0.855466,0.401011,0.0042442,0.627242,0.610669,0.576014,0.33785,0.994685,4.32687e-006,0.452999,0.000115096,0.302193,0.259027,0.243418,0.416318,1.78952e-005,0.324536,0.00137168
-441.997,0.983993,0.204452,4,15,0,460.207,0.999358,0.976287,0.652242,0.69631,0.0157828,0.78922,0.999992,0.000660639,0.932228,0.00620874,0.99549,0.999983,0.202836,0.971316,0.105103,0.862019,0.284164,0.116922,0.388395,0.958206,0.559363,0.487574,0.801437,0.593484,0.0758617,0.000641906,0.0237135,0.347758,0.30369,0.984217,0.21078,8.29918e-006,0.999339,0.0677715,0.993791,0.00451045,1.7087e-005,0.797164,0.028684,0.894897,0.137981,0.715836,0.883078,0.611605,0.0417939,0.440637,0.512426,0.198563,0.406516,0.924138,0.00968074,0.380383,3.46609e-005,0.35027,0.284803,0.269134,0.400976,3.45772e-007,0.304506,0.000213343
-440.514,0.949519,0.204452,4,15,0,452.456,0.999225,0.976047,0.630024,0.752852,0.0297884,0.997281,0.999978,0.00414604,0.851416,0.00261553,0.997911,0.99997,0.282493,0.95485,0.0281557,0.847045,0.142404,0.384799,0.789597,0.677832,0.303318,0.158516,0.723992,0.407129,0.0449586,0.000775477,0.0239528,0.369976,0.247148,0.970212,0.00271853,2.15648e-005,0.995854,0.148584,0.997384,0.00208934,3.02276e-005,0.717507,0.0451502,0.971844,0.152955,0.857596,0.615201,0.210403,0.322168,0.696682,0.841484,0.276008,0.592871,0.955041,5.12554e-005,0.409887,0.00307991,0.338533,0.25775,0.251274,0.451063,7.83259e-007,0.288056,0.000304917
-444.847,0.976314,0.204452,4,15,0,457.071,0.99212,0.953524,0.742288,0.325902,0.0456748,0.995288,0.352504,0.127471,0.983809,0.125556,0.999878,0.999989,0.242207,0.918263,0.0992542,0.860043,0.212619,0.0616194,0.917135,0.990047,0.366689,0.296851,0.637,0.820633,0.0209299,0.00787967,0.0464761,0.257712,0.674098,0.954325,0.00471171,0.647496,0.872529,0.016191,0.874444,0.000121782,1.13311e-005,0.757793,0.0817371,0.900746,0.139957,0.787381,0.938381,0.0828649,0.00995325,0.633311,0.703149,0.363,0.179367,0.97907,0.00100566,0.445902,0.00160748,0.264914,0.267392,0.289113,0.355925,6.86616e-005,0.37407,1.86781e-006
-440.793,0.849495,0.204452,4,15,0,462.965,0.975412,0.994732,0.588431,0.550081,0.00396316,0.93972,0.986384,0.0134159,0.822834,0.0334151,0.999864,0.999256,0.0859012,0.957199,0.152157,0.961887,0.154646,0.344444,0.908237,0.999749,0.18889,0.26304,0.530501,0.615319,0.000899266,0.0245885,0.00526775,0.411569,0.449919,0.996037,0.0602797,0.0136161,0.986584,0.177166,0.966585,0.000136058,0.000743671,0.914099,0.0428008,0.847843,0.0381132,0.845354,0.655556,0.0917626,0.000250512,0.81111,0.73696,0.469499,0.384681,0.999101,0.00136809,0.419813,0.00019531,0.284785,0.234654,0.295399,0.437382,5.50897e-008,0.3264,2.32804e-006
-438.573,0.947202,0.204452,4,15,0,453.81,0.844716,0.799692,0.833715,0.652267,0.00305103,0.939814,0.783828,0.0139078,0.97918,0.0336941,0.928674,0.353234,0.223312,0.950201,0.0060329,0.680806,0.260632,0.0430063,0.632964,0.851393,0.648342,0.242414,0.824036,0.558636,0.000278963,0.155284,0.200308,0.166285,0.347733,0.996949,0.060186,0.216172,0.986092,0.0208196,0.966306,0.0713262,0.646766,0.776688,0.0497994,0.993967,0.319194,0.739368,0.956994,0.367036,0.148607,0.351658,0.757586,0.175964,0.441364,0.999721,0.00630331,0.416419,2.26594e-007,0.348258,0.302872,0.235316,0.384411,7.50594e-006,0.306413,1.67684e-007
-441.545,0.930835,0.204452,4,15,0,454.997,0.971924,0.99899,0.302501,0.587664,0.0759648,0.967743,0.992129,0.122032,0.834361,0.0349909,0.935961,0.999662,0.518744,0.993942,0.0857487,0.781044,0.358768,0.070617,0.924758,0.982201,0.148927,0.350478,0.605453,0.786679,0.317077,0.0280758,0.00101,0.697499,0.412336,0.924035,0.0322575,0.00787135,0.877968,0.165639,0.965009,0.0640393,0.000338089,0.481256,0.00605768,0.914251,0.218956,0.641232,0.929383,0.0752421,0.0177994,0.851073,0.649522,0.394547,0.213321,0.682923,9.43898e-013,0.420278,0.000496943,0.37441,0.340257,0.199619,0.359928,0.000851011,0.299318,0.00484209
-437.722,1,0.204452,4,15,0,452.082,0.824732,0.991759,0.498145,0.623691,0.0625061,0.956347,0.991613,0.0248615,0.913814,0.00566344,0.971182,0.997213,0.773066,0.802057,0.0725832,0.853598,0.124928,0.103171,0.962402,0.987929,0.610248,0.295945,0.900116,0.674665,0.015796,0.175268,0.00824057,0.501855,0.376309,0.937494,0.0436528,0.00838728,0.975138,0.0861863,0.994337,0.0288175,0.00278735,0.226934,0.197943,0.927417,0.146402,0.875072,0.896829,0.037598,0.012071,0.389752,0.704055,0.0998839,0.325335,0.984204,1.78308e-012,0.480598,0.0014672,0.326025,0.356196,0.192931,0.378847,9.13242e-005,0.26349,0.000354542
-446.691,0.830731,0.204452,4,15,0,464.438,0.999119,0.999486,0.759554,0.64217,0.0220456,0.913089,0.710937,0.0369955,0.906746,0.017627,0.999954,0.999815,0.108494,0.989166,0.0556192,0.833222,0.0901457,0.128365,0.643629,0.998276,0.217642,0.254851,0.95793,0.594479,0.0354048,0.000881473,0.000514055,0.240446,0.35783,0.977954,0.0869112,0.289063,0.963004,0.0932536,0.982373,4.56057e-005,0.00018536,0.891506,0.0108337,0.944381,0.166778,0.909854,0.871635,0.356371,0.00172417,0.782358,0.745149,0.0420703,0.405521,0.964595,1.55723e-012,0.358387,1.08853e-005,0.339543,0.260441,0.300902,0.402454,0.00116694,0.337094,2.21836e-009
-444.262,0.893958,0.204452,4,15,0,465.084,0.596206,0.99997,0.524263,0.560177,0.00750783,0.996973,0.980641,0.0508155,0.992443,0.0350985,0.996713,0.307588,0.559488,0.786621,0.0788558,0.740122,0.324781,0.162203,0.906641,0.780082,0.544616,0.119085,0.25694,0.630114,0.0399054,0.403794,2.9778e-005,0.475737,0.439823,0.992492,0.00302655,0.0193592,0.949185,0.00755651,0.964901,0.00328682,0.692412,0.440512,0.213379,0.921144,0.259878,0.675219,0.837797,0.0933588,0.219918,0.455384,0.880915,0.74306,0.369886,0.960095,0.0319887,0.404984,3.16269e-010,0.347189,0.270559,0.237949,0.4189,0.00982913,0.278552,4.87865e-005
-447.19,0.758401,0.204452,4,15,0,462.154,0.999998,0.999981,0.726159,0.481467,0.115958,0.980724,0.974608,0.0168377,0.790061,0.00729014,0.735488,0.9998,0.250022,0.993039,0.0519055,0.714795,0.130981,0.240792,0.682119,0.989406,0.275102,0.266753,0.968588,0.636072,0.00467128,2.19113e-006,1.88113e-005,0.273841,0.518533,0.884042,0.019276,0.0253924,0.983162,0.209939,0.99271,0.264512,0.000200425,0.749978,0.00696148,0.948095,0.285205,0.869019,0.759208,0.317881,0.0105942,0.724898,0.733247,0.0314116,0.363928,0.995329,5.68871e-007,0.468823,0.0196657,0.334319,0.325023,0.195147,0.329556,2.50011e-006,0.325755,0.00170884
-443.618,0.977891,0.204452,4,31,0,461.271,0.999998,0.999744,0.613123,0.615546,0.0138351,0.729639,0.988422,0.128127,0.960679,0.0530176,0.979655,0.999972,0.373336,0.921192,0.109887,0.977789,0.24486,0.338786,0.842392,0.999526,0.321036,0.476983,0.865573,0.683999,0.0489426,2.15152e-006,0.000255673,0.386877,0.384454,0.986165,0.270361,0.0115785,0.871873,0.0393215,0.946982,0.0203446,2.76894e-005,0.626664,0.0788077,0.890113,0.0222113,0.75514,0.661214,0.157608,0.000474207,0.678964,0.523017,0.134427,0.316001,0.951057,2.09912e-007,0.444387,1.47502e-005,0.376441,0.339144,0.168531,0.408032,0.0105762,0.252809,6.49136e-005
-449.452,0.884931,0.204452,4,15,0,463.077,0.999976,0.999823,0.378054,0.584741,0.120623,0.993418,0.998626,0.00999063,0.997554,0.0261494,0.993551,0.999939,0.584229,0.978555,0.0400954,0.693125,0.0437462,0.168667,0.825999,0.997156,0.147717,0.29228,0.589155,0.648417,0.00092666,2.41873e-005,0.000176864,0.621946,0.415259,0.879377,0.00658226,0.00137439,0.990009,0.00244629,0.973851,0.00644901,6.08314e-005,0.415771,0.0214449,0.959905,0.306875,0.956254,0.831333,0.174001,0.0028436,0.852283,0.70772,0.410845,0.351583,0.999073,0.000265793,0.50515,5.19552e-007,0.314047,0.364392,0.179574,0.370739,1.08599e-006,0.264603,0.0012283
-450.79,0.930223,0.204452,4,15,0,472.885,0.999995,0.996227,0.542951,0.651513,0.00351396,0.689049,0.518628,0.000654244,0.999566,0.0252238,0.955302,0.99999,0.362044,0.889246,0.0593318,0.986595,0.139746,0.0103252,0.844611,0.819683,0.376353,0.537176,0.844113,0.574729,0.0739449,5.02036e-006,0.00377337,0.457049,0.348487,0.996486,0.310951,0.481372,0.999346,0.000433567,0.974776,0.0446984,1.03987e-005,0.637956,0.110754,0.940668,0.0134052,0.860254,0.989675,0.155389,0.180317,0.623647,0.462824,0.155887,0.425271,0.926055,7.34255e-005,0.461092,3.08739e-006,0.304177,0.253739,0.234658,0.474533,6.85082e-005,0.271651,4.60809e-006
-450.656,0.729478,0.204452,4,31,0,472.872,0.110036,0.997081,0.447602,0.346962,0.134564,0.99903,0.999891,0.0075227,0.8344,0.0257678,0.926375,0.541418,0.213688,0.996194,8.29451e-005,0.913349,0.274948,0.498795,0.875115,0.94181,0.327654,0.0276902,0.455799,0.620612,0.012667,0.889964,0.00291927,0.552398,0.653038,0.865436,0.000969539,0.00010914,0.992477,0.1656,0.974232,0.073625,0.458582,0.786312,0.00380604,0.999917,0.0866508,0.725052,0.501205,0.124885,0.0581895,0.672346,0.97231,0.544201,0.379388,0.987333,0.0461016,0.3255,2.91125e-008,0.353319,0.252391,0.280752,0.4081,0.00314596,0.293408,0.0372833
-447.766,0.992033,0.204452,4,15,0,471.207,0.999998,0.96865,0.7407,0.750555,0.00150857,0.99818,0.389827,0.0277551,0.987787,0.0282757,0.962686,0.99726,0.0904845,0.998165,0.120171,0.960372,0.267338,0.0255502,0.743531,0.567809,0.313968,0.200158,0.69084,0.476625,0.0231622,1.71393e-006,0.0313502,0.2593,0.249445,0.998491,0.00181975,0.610173,0.972245,0.012213,0.971724,0.037314,0.00273999,0.909515,0.00183458,0.879829,0.0396278,0.732662,0.97445,0.256469,0.432191,0.686032,0.799842,0.30916,0.523375,0.976838,2.27341e-007,0.412509,2.75286e-009,0.299455,0.195618,0.287481,0.474866,1.7627e-005,0.329516,0.000538668
-442.443,0.951056,0.204452,4,15,0,464.966,0.99998,0.955339,0.467095,0.581746,0.313547,0.990086,0.998319,0.0503872,0.999119,0.00382975,0.955476,0.844677,0.539385,0.999195,0.0357473,0.933659,0.100613,0.132621,0.872348,0.972642,0.281662,0.342801,0.572957,0.30742,0.0388138,1.9544e-005,0.0446605,0.532905,0.418254,0.686453,0.00991354,0.00168122,0.949613,0.000880965,0.99617,0.0445243,0.155323,0.460615,0.000804518,0.964253,0.0663407,0.899387,0.867379,0.127652,0.0273581,0.718338,0.657199,0.427043,0.69258,0.961186,7.7416e-010,0.387145,0.00101155,0.314229,0.256842,0.276783,0.443488,0.0206862,0.298659,0.00115648
-444.637,0.995415,0.204452,4,15,0,458.574,0.281435,0.959984,0.67249,0.468664,0.000106682,0.963589,0.575142,0.0136389,0.929477,0.000827622,0.883106,0.90241,0.0460255,0.996337,0.00461403,0.950209,0.274711,0.0337379,0.648374,0.699615,0.1366,0.0481685,0.647535,0.798594,0.037934,0.718565,0.0400157,0.32751,0.531336,0.999893,0.0364107,0.424858,0.986361,0.0705229,0.999172,0.116894,0.0975899,0.953974,0.00366325,0.995386,0.0497911,0.725289,0.966262,0.351626,0.300385,0.8634,0.951831,0.352465,0.201406,0.962066,1.19714e-010,0.379769,2.22826e-005,0.339568,0.272708,0.270379,0.405755,1.82287e-005,0.321515,0.0102654
-446.083,0.98674,0.204452,4,15,0,462.233,0.999865,0.981519,0.411095,0.539639,0.00144262,0.921939,0.998126,0.0269446,0.980163,0.111239,0.973608,0.997698,0.794839,0.988684,0.0517877,0.537001,0.0085453,0.24176,0.862924,0.975726,0.592461,0.0485024,0.801718,0.371431,0.0427384,0.000134783,0.0184811,0.588905,0.460361,0.998557,0.0780609,0.00187402,0.973055,0.019837,0.888761,0.0263921,0.00230201,0.205161,0.0113157,0.948212,0.462999,0.991455,0.75824,0.137076,0.024274,0.407539,0.951498,0.198282,0.628569,0.957262,2.70089e-010,0.405181,0.00160359,0.308507,0.263386,0.26536,0.41144,3.16987e-005,0.32357,0.0209206
-444.836,0.97465,0.204452,4,15,0,460.108,0.997115,0.723778,0.25971,0.613493,0.0411513,0.932538,0.998264,0.0778561,0.930873,0.0195304,0.956246,0.999767,0.551721,0.846157,0.0312175,0.964976,0.0203907,0.164141,0.872968,0.99826,0.422302,0.273487,0.590964,0.380034,0.0565313,0.00288496,0.276222,0.74029,0.386507,0.958849,0.0674621,0.0017356,0.922144,0.0691268,0.98047,0.0437544,0.000232969,0.448279,0.153843,0.968783,0.0350236,0.979609,0.835859,0.127032,0.00174039,0.577698,0.726513,0.409036,0.619966,0.943469,1.176e-008,0.353247,0.000370763,0.299801,0.262118,0.317037,0.487876,0.0290403,0.249636,0.000874068
-435.008,0.981605,0.204452,4,15,0,456.768,0.999077,0.99776,0.66156,0.467769,0.0169969,0.949998,0.47349,0.00993475,0.935513,0.000566894,0.865229,0.99389,0.252663,0.991184,0.0575922,0.840416,0.478924,0.182334,0.618004,0.933243,0.343675,0.207495,0.681981,0.656129,0.0261252,0.000922635,0.00223998,0.33844,0.532231,0.983003,0.0500016,0.52651,0.990065,0.0644869,0.999433,0.134771,0.0061102,0.747337,0.00881614,0.942408,0.159584,0.521076,0.817666,0.381996,0.0667572,0.656325,0.792505,0.318019,0.343871,0.973875,6.21824e-007,0.403951,3.42e-006,0.330065,0.295931,0.265548,0.393046,1.71391e-005,0.311019,0.000418863
-440.267,0.97996,0.204452,4,15,0,449.921,0.99856,0.995737,0.639949,0.415555,0.026149,0.957359,0.774631,0.00184329,0.832988,0.000391225,0.948109,0.995236,0.183722,0.697241,0.119221,0.774245,0.151743,0.454534,0.433859,0.657927,0.2675,0.200964,0.842032,0.560297,0.161269,0.00143978,0.00426289,0.360051,0.584445,0.973851,0.0426405,0.225369,0.998157,0.167012,0.999609,0.0518913,0.00476377,0.816278,0.302759,0.880779,0.225755,0.848257,0.545466,0.566141,0.342073,0.7325,0.799036,0.157968,0.439703,0.838731,2.81148e-006,0.413519,2.31977e-005,0.36597,0.297789,0.220378,0.372295,8.77446e-005,0.32989,4.5337e-005
-441.373,0.992654,0.204452,4,15,0,461.119,0.931891,0.999943,0.417489,0.466898,0.239763,0.705794,0.927719,0.0564461,0.991837,0.00123237,0.992106,0.933899,0.335281,0.997861,0.0535581,0.878657,0.433555,0.139692,0.826714,0.985758,0.177548,0.58547,0.477456,0.836062,0.042588,0.0681091,5.74694e-005,0.582511,0.533102,0.760237,0.294206,0.0722813,0.943554,0.00816275,0.998768,0.00789374,0.0661013,0.664719,0.00213926,0.946442,0.121343,0.566445,0.860308,0.173286,0.0142417,0.822452,0.41453,0.522544,0.163938,0.957412,5.5809e-005,0.370507,0.0219607,0.363868,0.294092,0.265364,0.335962,2.65814e-005,0.34793,0.00023488
-438.329,0.978176,0.204452,4,15,0,455.354,0.960456,0.999922,0.506822,0.600675,0.00961636,0.981141,0.927466,0.0158466,0.836372,0.0298988,0.829651,0.838906,0.0779234,0.886545,0.101532,0.76055,0.0127265,0.227881,0.540797,0.999977,0.379183,0.0977914,0.846125,0.584245,0.0205853,0.0395436,7.82589e-005,0.493178,0.399325,0.990384,0.0188588,0.072534,0.984153,0.163628,0.970101,0.170349,0.161094,0.922077,0.113455,0.898468,0.23945,0.987274,0.772119,0.459203,2.27273e-005,0.620817,0.902209,0.153875,0.415755,0.979415,4.91825e-006,0.354708,1.80529e-005,0.332306,0.234689,0.312342,0.398732,0.000562227,0.366556,8.18716e-005
-438.669,0.990337,0.204452,4,15,0,448.223,0.868995,0.999949,0.691457,0.693158,0.0094165,0.908211,0.959543,0.0634238,0.937616,0.0623867,0.89198,0.817692,0.0542531,0.972246,0.0986508,0.86331,0.0914533,0.114107,0.831909,0.99999,0.310403,0.230573,0.874971,0.557423,0.0786414,0.131005,5.0791e-005,0.308543,0.306842,0.990583,0.0917889,0.0404571,0.936576,0.0623841,0.937613,0.10802,0.182308,0.945747,0.0277542,0.901349,0.13669,0.908547,0.885893,0.168091,9.94404e-006,0.689597,0.769427,0.125029,0.442577,0.921359,2.15152e-006,0.344958,0.0212539,0.377077,0.215846,0.269258,0.412579,0.00870718,0.350319,1.55235e-008
-441.171,0.645227,0.204452,4,15,0,457.18,0.931687,0.999915,0.523165,0.530291,0.0425882,0.987947,0.650805,0.0466049,0.67025,0.0639257,0.983466,0.916087,0.0443982,0.936354,0.0201461,0.704536,0.347477,0.34581,0.916491,1,0.172928,0.107142,0.619937,0.500443,0.0191618,0.0683133,8.52226e-005,0.476835,0.469709,0.957412,0.0120529,0.349195,0.953395,0.32975,0.936074,0.0165344,0.0839132,0.955602,0.0636463,0.979854,0.295464,0.652523,0.65419,0.0835088,1.97483e-007,0.827072,0.892858,0.380063,0.499557,0.980838,0.00147247,0.362074,2.05371e-005,0.282775,0.208275,0.350873,0.388806,0.00338173,0.401425,0.00089662
-444.871,0.320263,0.204452,4,15,0,461.618,0.797707,0.994935,0.455213,0.536191,0.126579,0.993152,0.94145,0.0650201,0.981348,0.00668991,0.94798,0.589536,0.119829,0.894276,0.00489182,0.880635,0.121745,0.0588592,0.934215,1,0.428591,0.201873,0.372192,0.271491,0.22214,0.202293,0.00506509,0.544787,0.463809,0.873421,0.00684824,0.0585501,0.93498,0.0186517,0.99331,0.0520202,0.410464,0.880171,0.105724,0.995108,0.119365,0.878255,0.941141,0.0657852,1.45997e-007,0.571409,0.798127,0.627808,0.728509,0.77786,9.13344e-008,0.381846,3.66493e-006,0.304844,0.207748,0.312539,0.418343,0.000769088,0.373905,2.17973e-006
-448.904,0.920592,0.204452,4,15,0,460.316,0.314903,0.989084,0.499742,0.5279,0.203022,0.996587,0.958355,0.0299681,0.988851,0.0103768,0.880597,0.404627,0.108038,0.884985,0.00114067,0.902379,0.0958791,0.0772467,0.915327,1,0.483956,0.282326,0.266566,0.258189,0.0800137,0.685097,0.0109157,0.500258,0.4721,0.796978,0.0034132,0.0416454,0.970032,0.0111491,0.989623,0.119403,0.595373,0.891962,0.115015,0.998859,0.0976212,0.904121,0.922753,0.0846726,2.72453e-007,0.516044,0.717674,0.733434,0.741811,0.919986,9.6799e-007,0.380383,1.74975e-005,0.298858,0.213366,0.320537,0.443004,0.000220518,0.343611,1.91814e-006
-443.591,0.928027,0.204452,4,15,0,463.226,0.999768,0.982895,0.632872,0.686579,0.00169634,0.865823,0.995487,0.0657144,0.999943,0.0361357,0.963687,0.998685,0.175659,0.996922,0.114818,0.907685,0.221699,0.308192,0.599382,0.998719,0.194603,0.0939392,0.93416,0.905606,0.0227163,0.000231709,0.0171055,0.367128,0.313421,0.998304,0.134177,0.00451325,0.934286,5.73617e-005,0.963864,0.0363131,0.00131507,0.824341,0.0030784,0.885182,0.0923153,0.778301,0.691808,0.400618,0.00128133,0.805397,0.906061,0.0658404,0.0943937,0.977284,0.0130588,0.396001,0.0189521,0.371968,0.319726,0.188876,0.370783,0.00222285,0.27748,0.0409319
-443.992,0.958912,0.204452,4,15,0,458.37,0.301055,0.934061,0.585546,0.469085,0.113931,0.97529,0.786547,0.033665,0.623753,0.000690438,0.998899,0.366663,0.105885,0.996517,0.00456368,0.887904,0.145507,0.315645,0.925807,0.951013,0.588455,0.412097,0.848103,0.243478,0.0919635,0.698945,0.0659393,0.414454,0.530915,0.886069,0.02471,0.213453,0.966335,0.376247,0.99931,0.00110137,0.633337,0.894115,0.00348344,0.995436,0.112096,0.854493,0.684355,0.0741927,0.0489868,0.411545,0.587903,0.151897,0.756522,0.908037,0.0137677,0.379791,3.02406e-005,0.250492,0.198411,0.369554,0.448406,4.4857e-005,0.339385,0.000117922
-442.905,0.813985,0.204452,4,15,0,461.512,0.999316,0.939023,0.476568,0.707359,0.00817532,0.882789,0.957168,0.0385062,0.999982,0.000357277,0.999693,0.99956,0.521103,0.996779,0.203251,0.8255,0.183219,0.063389,0.631648,0.781431,0.173445,0.10315,0.53523,0.674743,0.00156258,0.000684498,0.0609773,0.523432,0.292641,0.991825,0.117211,0.0428324,0.961494,1.76166e-005,0.999643,0.000307058,0.000439535,0.478897,0.00322134,0.796749,0.1745,0.816781,0.936611,0.368352,0.218569,0.826555,0.89685,0.46477,0.325257,0.998437,0.00245529,0.344636,2.3787e-005,0.399013,0.266814,0.21987,0.380968,0.00383674,0.349739,0.0326445
-445.277,0.527261,0.204452,4,31,0,460.492,0.999286,0.981701,0.791509,0.294734,0.0861068,0.968583,0.822974,0.0410579,0.999596,0.0120892,0.825458,0.410103,0.120698,0.942409,0.0098455,0.84508,0.17507,0.402622,0.87512,0.988765,0.132689,0.554654,0.843533,0.726756,0.000244531,0.00071401,0.0182988,0.208491,0.705266,0.913893,0.0314168,0.177026,0.958942,0.000403582,0.987911,0.174542,0.589897,0.879302,0.057591,0.990155,0.15492,0.82493,0.597378,0.12488,0.0112352,0.867311,0.445346,0.156467,0.273244,0.999755,4.56262e-008,0.455011,5.99183e-005,0.289221,0.329031,0.255522,0.312715,8.96162e-005,0.358194,0.000156785
-440.826,1,0.204452,4,15,0,455.343,0.999669,0.989852,0.789769,0.301575,0.0170723,0.936058,0.96296,0.082594,0.99908,0.0971532,0.912371,0.986287,0.402311,0.976548,0.138119,0.78532,0.165699,0.183524,0.471649,0.960343,0.169574,0.248402,0.708458,0.875702,0.00366728,0.000330903,0.0101476,0.210231,0.698425,0.982928,0.0639421,0.0370399,0.917406,0.000919721,0.902847,0.0876292,0.0137126,0.597689,0.0234519,0.861881,0.21468,0.834301,0.816476,0.528351,0.0396573,0.830426,0.751598,0.291542,0.124298,0.996333,4.56839e-009,0.427608,0.000183556,0.313965,0.343296,0.254793,0.319419,0.000601126,0.337101,0.00303419
-440.937,0.941723,0.204452,4,15,0,459.206,0.787727,0.964349,0.515489,0.861075,0.0978318,0.943622,0.759242,0.020955,0.954756,0.0074641,0.959299,0.988043,0.283236,0.993642,0.0132863,0.606715,0.217551,0.0741759,0.973802,0.845237,0.616236,0.13253,0.664813,0.296799,0.000101812,0.212273,0.0356508,0.484511,0.138925,0.902168,0.0563778,0.240758,0.979045,0.0452438,0.992536,0.0407013,0.0119568,0.716764,0.00635756,0.986714,0.393285,0.782449,0.925824,0.0261984,0.154763,0.383764,0.86747,0.335187,0.703201,0.999898,0.00399292,0.346356,1.79688e-008,0.379049,0.242549,0.274013,0.457739,3.11548e-006,0.295719,0.000578937
